,junction,strand,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,transcripts,annotation
62160,chr9:72478422-72479923,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184125.7', 'ENSMUST00000184557.7', 'ENSMUST00000183574.7', 'ENSMUST00000185151.7', 'ENSMUST00000085358.11', 'ENSMUST00000184066.7', 'ENSMUST00000184734.7', 'ENSMUST00000183856.7', 'ENSMUST00000184831.7', 'ENSMUST00000183428.7', 'ENSMUST00000183501.1', 'ENSMUST00000184312.7']",both sides
62161,chr9:72478422-72480596,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184125.7', 'ENSMUST00000184557.7', 'ENSMUST00000183574.7', 'ENSMUST00000185151.7', 'ENSMUST00000085358.11', 'ENSMUST00000184066.7', 'ENSMUST00000184734.7', 'ENSMUST00000183856.7', 'ENSMUST00000184831.7', 'ENSMUST00000183428.7', 'ENSMUST00000183501.1', 'ENSMUST00000184312.7']",both sides
62162,chr9:72480775-72482446,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184125.7', 'ENSMUST00000184557.7', 'ENSMUST00000184624.1', 'ENSMUST00000183574.7', 'ENSMUST00000185151.7', 'ENSMUST00000085358.11', 'ENSMUST00000184066.7', 'ENSMUST00000183856.7', 'ENSMUST00000184831.7', 'ENSMUST00000183428.7', 'ENSMUST00000183501.1', 'ENSMUST00000184312.7', 'ENSMUST00000185106.7']",both sides
62163,chr9:72480775-72484068,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184125.7', 'ENSMUST00000184557.7', 'ENSMUST00000184624.1', 'ENSMUST00000183574.7', 'ENSMUST00000185151.7', 'ENSMUST00000085358.11', 'ENSMUST00000184066.7', 'ENSMUST00000183856.7', 'ENSMUST00000184831.7', 'ENSMUST00000183428.7', 'ENSMUST00000183501.1', 'ENSMUST00000184312.7', 'ENSMUST00000185106.7']",both sides
62164,chr9:72482529-72484068,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184125.7', 'ENSMUST00000184557.7', 'ENSMUST00000184624.1', 'ENSMUST00000183574.7', 'ENSMUST00000185151.7', 'ENSMUST00000085358.11', 'ENSMUST00000184066.7', 'ENSMUST00000183856.7', 'ENSMUST00000184831.7', 'ENSMUST00000183428.7', 'ENSMUST00000183501.1', 'ENSMUST00000184312.7', 'ENSMUST00000185106.7']",both sides
62165,chr9:72532657-72532814,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000183372.7', 'ENSMUST00000184851.1']",one side
62166,chr9:72532657-72532817,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000183372.7', 'ENSMUST00000184851.1']",both sides
62167,chr9:72840608-73096696,-,unannotated on 5',unannotated on 3',,,[],none
62168,chr9:72925960-72942919,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000038489.5'],both sides
62169,chr9:72925960-72960581,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000038489.5'],both sides
62170,chr9:72943005-72944667,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000038489.5'],both sides
62171,chr9:72958997-72960581,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149692.1', 'ENSMUST00000098567.8', 'ENSMUST00000034734.8']",both sides
62172,chr9:72980196-72982559,-,unannotated on 5',annotated on 3',,0.0,['ENSMUST00000124565.2'],one side
62173,chr9:72980196-72985140,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000124565.2'],both sides
62174,chr9:73012992-73015331,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000037977.14'],both sides
62175,chr9:73013326-73015331,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149692.1', 'ENSMUST00000140675.7', 'ENSMUST00000085350.10']",both sides
62176,chr9:73015050-73016148,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184389.7', 'ENSMUST00000184035.7']",both sides
62177,chr9:73015191-73016148,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184389.7', 'ENSMUST00000184035.7']",both sides
62178,chr9:73016295-73017390,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62179,chr9:73017571-73017869,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62180,chr9:73018083-73021285,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62181,chr9:73021350-73022274,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62182,chr9:73022486-73023228,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183904.1', 'ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62183,chr9:73023280-73029565,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183904.1', 'ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62184,chr9:73029706-73032052,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183587.1', 'ENSMUST00000183904.1', 'ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62185,chr9:73032183-73034486,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183904.1', 'ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62186,chr9:73034591-73036703,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183904.1', 'ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62187,chr9:73036821-73038622,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62188,chr9:73037232-73096696,-,unannotated on 5',unannotated on 3',,,[],none
62189,chr9:73037244-73096708,-,unannotated on 5',unannotated on 3',,,[],none
62190,chr9:73038758-73039461,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183746.7', 'ENSMUST00000184389.7', 'ENSMUST00000098566.4', 'ENSMUST00000184035.7']",both sides
62191,chr9:73045011-73060975,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000184575.1', 'ENSMUST00000184146.7', 'ENSMUST00000034722.4']",both sides
62192,chr9:73045011-73075392,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000184575.1', 'ENSMUST00000184146.7', 'ENSMUST00000034722.4']",both sides
62193,chr9:73059570-73059736,+,unannotated on 5',unannotated on 3',,,[],none
62194,chr9:73059653-73059819,+,unannotated on 5',unannotated on 3',,,[],none
62195,chr9:73059653-73059985,+,unannotated on 5',unannotated on 3',,,[],none
62196,chr9:73059819-73059985,+,unannotated on 5',unannotated on 3',,,[],none
62197,chr9:73061124-73075392,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000184146.7'],both sides
62198,chr9:73062916-73096696,-,unannotated on 5',unannotated on 3',,,[],none
62199,chr9:73065962-73075392,+,unannotated on 5',annotated on 3',,1.0,[],one side
62200,chr9:74953008-74953713,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000216809.1'],both sides
62201,chr9:74953059-74953713,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000215370.1', 'ENSMUST00000215355.1']",both sides
62202,chr9:74953278-74953713,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000214755.1', 'ENSMUST00000216125.1', 'ENSMUST00000170846.7']",both sides
62203,chr9:74953830-74953908,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000214755.1', 'ENSMUST00000170846.7', 'ENSMUST00000215370.1', 'ENSMUST00000215355.1', 'ENSMUST00000216809.1']",both sides
62204,chr9:74953830-75004264,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000214755.1', 'ENSMUST00000170846.7', 'ENSMUST00000215370.1', 'ENSMUST00000215355.1', 'ENSMUST00000216809.1']",both sides
62205,chr9:74976276-75004264,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000081746.6'],both sides
62206,chr9:75023653-75025650,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000215370.1', 'ENSMUST00000081746.6', 'ENSMUST00000170846.7']",both sides
62207,chr9:75023746-75025650,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000214755.1'],both sides
62208,chr9:75037719-75037906,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000164467.7', 'ENSMUST00000169492.7', 'ENSMUST00000169448.1', 'ENSMUST00000168166.7']",both sides
62209,chr9:75037723-75037906,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000170308.7'],both sides
62210,chr9:75186122-75187521,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149032.1', 'ENSMUST00000148144.7', 'ENSMUST00000130384.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62211,chr9:75186122-75189899,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149032.1', 'ENSMUST00000148144.7', 'ENSMUST00000130384.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62212,chr9:75187530-75189899,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000123128.7']",both sides
62213,chr9:75190000-75192383,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149032.1', 'ENSMUST00000148144.7', 'ENSMUST00000143355.1', 'ENSMUST00000130384.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62214,chr9:75190000-75193938,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000149032.1', 'ENSMUST00000148144.7', 'ENSMUST00000143355.1', 'ENSMUST00000130384.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62215,chr9:75192464-75193938,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000129281.7', 'ENSMUST00000149032.1', 'ENSMUST00000155282.8', 'ENSMUST00000130384.1']",both sides
62216,chr9:75194137-75196125,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148144.7', 'ENSMUST00000130384.1', 'ENSMUST00000153404.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62217,chr9:75194137-75197642,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148144.7', 'ENSMUST00000130384.1', 'ENSMUST00000153404.1', 'ENSMUST00000123128.7', 'ENSMUST00000129281.7', 'ENSMUST00000155282.8', 'ENSMUST00000136731.7', 'ENSMUST00000136604.7']",both sides
62218,chr9:75196200-75197642,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000129281.7', 'ENSMUST00000123128.7']",both sides
62219,chr9:75232175-75232422,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000036555.7', 'ENSMUST00000215437.1', 'ENSMUST00000216788.1']",both sides
62220,chr9:75232175-75242761,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000036555.7', 'ENSMUST00000215437.1', 'ENSMUST00000216788.1']",both sides
62221,chr9:75398751-75409201,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000173460.1', 'ENSMUST00000049355.10', 'ENSMUST00000172946.1', 'ENSMUST00000172665.1', 'ENSMUST00000168937.7']",both sides
62222,chr9:75398751-75409862,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000173460.1', 'ENSMUST00000049355.10', 'ENSMUST00000172946.1', 'ENSMUST00000172665.1', 'ENSMUST00000168937.7']",both sides
62223,chr9:75597402-75597519,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000164100.1', 'ENSMUST00000215036.1', 'ENSMUST00000215614.1', 'ENSMUST00000215462.1', 'ENSMUST00000217233.1', 'ENSMUST00000213565.1', 'ENSMUST00000098552.9', 'ENSMUST00000214581.1']",both sides
62224,chr9:75597402-75611023,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000164100.1', 'ENSMUST00000215036.1', 'ENSMUST00000215614.1', 'ENSMUST00000064433.10', 'ENSMUST00000215462.1', 'ENSMUST00000217233.1', 'ENSMUST00000213565.1', 'ENSMUST00000098552.9', 'ENSMUST00000214581.1']",both sides
62225,chr9:75626037-75635385,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000034702.5'],both sides
62226,chr9:75626591-75635385,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000213292.1'],both sides
62227,chr9:75661390-75663192,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000034699.7', 'ENSMUST00000213324.1']",both sides
62228,chr9:75661390-75663207,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000034699.7', 'ENSMUST00000213324.1']",both sides
62229,chr9:76962254-76996887,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62230,chr9:76962254-76996892,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62231,chr9:77001761-77005629,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62232,chr9:77001761-77005633,-,unannotated on 5',annotated on 3',,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",one side
62233,chr9:77027004-77031688,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62234,chr9:77027008-77031688,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62235,chr9:77027008-77045348,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62236,chr9:77031778-77032425,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62237,chr9:77032489-77045348,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184897.7', 'ENSMUST00000034911.6']",both sides
62238,chr9:77102393-77138349,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183636.1', 'ENSMUST00000184415.7', 'ENSMUST00000183686.1', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184848.7']",both sides
62239,chr9:77102393-77164764,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183636.1', 'ENSMUST00000184415.7', 'ENSMUST00000183686.1', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184848.7']",both sides
62240,chr9:77138556-77164764,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184848.7']",both sides
62241,chr9:77181396-77190323,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184848.7']",both sides
62242,chr9:77181396-77190671,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184848.7']",both sides
62243,chr9:77181396-77239391,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000184316.1', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184106.1', 'ENSMUST00000184138.7', 'ENSMUST00000184848.7']",both sides
62244,chr9:77190737-77216976,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000185144.7', 'ENSMUST00000184415.7']",both sides
62245,chr9:77190737-77239391,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000184316.1', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184106.1', 'ENSMUST00000184138.7', 'ENSMUST00000184848.7']",both sides
62246,chr9:77239784-77243571,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000184316.1', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184106.1', 'ENSMUST00000184138.7', 'ENSMUST00000184848.7']",both sides
62247,chr9:77239784-77347694,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184322.7', 'ENSMUST00000184316.1', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184106.1', 'ENSMUST00000184138.7', 'ENSMUST00000184848.7']",both sides
62248,chr9:77243727-77347694,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000184006.7', 'ENSMUST00000184415.7', 'ENSMUST00000183955.7', 'ENSMUST00000034910.15', 'ENSMUST00000184316.1', 'ENSMUST00000185039.7', 'ENSMUST00000185144.7', 'ENSMUST00000184106.1', 'ENSMUST00000184138.7', 'ENSMUST00000184848.7']",both sides
62249,chr9:77499351-77544464,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000183734.1', 'ENSMUST00000113421.9', 'ENSMUST00000183572.7', 'ENSMUST00000184811.1', 'ENSMUST00000183873.7']",both sides
62250,chr9:77543709-77544464,-,annotated on 5',unannotated on 3',1.0,,"['ENSMUST00000183873.7', 'ENSMUST00000183734.1', 'ENSMUST00000184811.1']",one side
62251,chr9:78109481-78109972,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000118869.7', 'ENSMUST00000125615.1']",both sides
62252,chr9:78109481-78124955,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000118869.7', 'ENSMUST00000125615.1']",both sides
62253,chr9:78109481-78131294,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000118869.7', 'ENSMUST00000125615.1']",both sides
62254,chr9:78113455-78124955,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000044551.7', 'ENSMUST00000009972.5', 'ENSMUST00000149821.1', 'ENSMUST00000117330.7', 'ENSMUST00000142776.1']",both sides
62255,chr9:78113455-78131294,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000044551.7', 'ENSMUST00000009972.5', 'ENSMUST00000149821.1', 'ENSMUST00000117330.7', 'ENSMUST00000142776.1']",both sides
62256,chr9:78118470-78124955,+,annotated on 5',annotated on 3',-1.0,1.0,['ENSMUST00000149821.1'],both sides
62257,chr9:78176035-78176570,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000180974.1'],both sides
62258,chr9:78176035-78176574,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000180974.1'],one side
62259,chr9:78176134-78176570,+,unannotated on 5',annotated on 3',,1.0,[],one side
62260,chr9:78176742-78176998,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000180974.1'],both sides
62261,chr9:78176850-78176998,+,unannotated on 5',annotated on 3',,1.0,[],one side
62262,chr9:78230730-78232217,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000098537.3'],both sides
62263,chr9:78230730-78258689,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000098537.3'],both sides
62264,chr9:78232326-78235083,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000098537.3'],both sides
62265,chr9:78235135-78235929,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000098537.3', 'ENSMUST00000127192.1']",both sides
62266,chr9:78236062-78239484,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000098537.3', 'ENSMUST00000127192.1']",both sides
62267,chr9:78239626-78241526,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000098537.3', 'ENSMUST00000127192.1']",both sides
62268,chr9:78241658-78242452,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000098537.3', 'ENSMUST00000127192.1']",both sides
62269,chr9:78245664-78245745,+,unannotated on 5',unannotated on 3',,,[],none
62270,chr9:78245929-78246357,+,unannotated on 5',unannotated on 3',,,[],none
62271,chr9:78245929-78272803,+,unannotated on 5',unannotated on 3',,,[],none
62272,chr9:78257203-78258689,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62273,chr9:78258798-78261555,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62274,chr9:78261607-78262401,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62275,chr9:78262534-78265967,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62276,chr9:78266109-78268009,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62277,chr9:78268141-78268935,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000217203.1'],both sides
62278,chr9:78271670-78272193,+,unannotated on 5',unannotated on 3',,,[],none
62279,chr9:78272112-78272193,+,unannotated on 5',unannotated on 3',,,[],none
62280,chr9:78272377-78272803,+,unannotated on 5',unannotated on 3',,,[],none
62281,chr9:78290002-78294783,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000119823.7', 'ENSMUST00000121273.1']",both sides
62282,chr9:78294115-78294783,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000119823.7'],both sides
62283,chr9:78341938-78342486,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000125479.7', 'ENSMUST00000129247.1', 'ENSMUST00000034902.11']",both sides
62284,chr9:78341938-78347088,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000125479.7', 'ENSMUST00000129247.1', 'ENSMUST00000034902.11']",both sides
62285,chr9:78342597-78347088,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000125479.7', 'ENSMUST00000129247.1', 'ENSMUST00000034902.11']",both sides
62286,chr9:7835379-7836694,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000191248.1', 'ENSMUST00000190341.6']",both sides
62287,chr9:7835379-7836989,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000191248.1', 'ENSMUST00000190341.6']",both sides
62288,chr9:78458047-78460832,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148238.1', 'ENSMUST00000034896.12']",both sides
62289,chr9:78461037-78461519,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148238.1', 'ENSMUST00000034896.12']",both sides
62290,chr9:78461594-78464883,+,unannotated on 5',annotated on 3',,1.0,[],one side
62291,chr9:78461691-78464883,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148238.1', 'ENSMUST00000034896.12']",both sides
62292,chr9:78465002-78470630,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000148238.1', 'ENSMUST00000157051.1', 'ENSMUST00000133002.1', 'ENSMUST00000034896.12']",both sides
62293,chr9:78469688-78470174,-,unannotated on 5',unannotated on 3',,,[],none
62294,chr9:78470791-78473789,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000136478.1', 'ENSMUST00000148238.1', 'ENSMUST00000133002.1', 'ENSMUST00000034896.12']",both sides
62295,chr9:78478573-78479018,+,unannotated on 5',unannotated on 3',,,[],none
62296,chr9:78478593-78478742,-,unannotated on 5',unannotated on 3',,,[],none
62297,chr9:78478710-78480576,+,unannotated on 5',unannotated on 3',,,[],none
62298,chr9:78478717-78479945,+,unannotated on 5',unannotated on 3',,,[],none
62299,chr9:78478722-78479917,-,unannotated on 5',unannotated on 3',,,[],none
62300,chr9:78478767-78479945,+,unannotated on 5',unannotated on 3',,,[],none
62301,chr9:78478767-78480099,+,unannotated on 5',unannotated on 3',,,[],none
62302,chr9:78478768-78479949,-,unannotated on 5',unannotated on 3',,,[],none
62303,chr9:78478774-78479480,-,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000150960.1'],one side
62304,chr9:78478790-78479715,-,unannotated on 5',unannotated on 3',,,[],none
62305,chr9:78478790-78480519,-,unannotated on 5',unannotated on 3',,,[],none
62306,chr9:78478793-78480127,-,unannotated on 5',unannotated on 3',,,[],none
62307,chr9:78478804-78479077,-,unannotated on 5',unannotated on 3',,,[],none
62308,chr9:78478833-78479339,-,unannotated on 5',unannotated on 3',,,[],none
62309,chr9:78478858-78478957,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000042235.14', 'ENSMUST00000129380.1']",both sides
62310,chr9:78479051-78479732,-,unannotated on 5',unannotated on 3',,,[],none
62311,chr9:78479070-78479137,-,unannotated on 5',unannotated on 3',,,[],none
62312,chr9:78479173-78480537,-,unannotated on 5',unannotated on 3',,,[],none
62313,chr9:78479192-78479277,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000042235.14', 'ENSMUST00000143570.1', 'ENSMUST00000144523.7']",both sides
62314,chr9:78479318-78479946,-,unannotated on 5',unannotated on 3',,,[],none
62315,chr9:78479324-78479952,-,unannotated on 5',unannotated on 3',,,[],none
62316,chr9:78479338-78479967,-,unannotated on 5',unannotated on 3',,,[],none
62317,chr9:78479369-78479450,-,unannotated on 5',unannotated on 3',,,[],none
62318,chr9:78479375-78480296,-,unannotated on 5',unannotated on 3',,,[],none
62319,chr9:78479382-78480303,-,unannotated on 5',unannotated on 3',,,[],none
62320,chr9:78479388-78480309,-,unannotated on 5',unannotated on 3',,,[],none
62321,chr9:78479421-78479945,+,unannotated on 5',unannotated on 3',,,[],none
62322,chr9:78479485-78480253,-,unannotated on 5',unannotated on 3',,,[],none
62323,chr9:78479502-78480115,-,unannotated on 5',annotated on 3',,-1.0,['ENSMUST00000143570.1'],one side
